Bank Number,VREFB Group,Pin Name / Function,Optional Function(s),Configuration Function,F780,F484,DQS for X8/X9 in 780 FBGA,DQS for X16/X18 in 780 FBGA,DQS for X32/X36 in 780 FBGA,DQS for X8/X9 in 484 FBGA,DQS for X16/X18 in 484 FBGA,DQS for X32/X36 in 484 FBGA
B6,  VREFB6N3,  IO,  DIFFIO_R26n,   ,  H26,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N3,  IO,  DIFFIO_R26p,   ,  L25,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N3,  IO,  VREFB6N3,   ,  N21,  K19,   ,   ,   ,   ,   ,   
B6,  VREFB6N3,  IO,  DIFFIO_R25n,   ,  N25,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N3,  IO,  DIFFIO_R25p,   ,  G24,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N3,  IO,  DIFFIO_R24n,  nCEO,  P28,  K22,   ,   ,   ,   ,   ,   
B6,  VREFB6N3,  IO,  DIFFIO_R24p,  CLKUSR,  P27,  K21,   ,   ,   ,   ,   ,   
B6,  VREFB6N3,  IO,  DIFFIO_R23n,   ,  N26,  J22,"  DQS0R/CQ1R,DPCLK7","  DQS0R/CQ1R,DPCLK7","  DQS0R/CQ1R,DPCLK7","  DQS0R/CQ1R,DPCLK7","  DQS0R/CQ1R,DPCLK7","  DQS0R/CQ1R,DPCLK7"
B6,  VREFB6N3,  IO,  DIFFIO_R23p,   ,  L22,  J21,   ,   ,   ,  DM0R,  DM1R/BWS#1R,  DM1R/BWS#1R
B6,  VREFB6N3,  IO,  DIFFIO_R22n,   ,  M28,  H22,  DQ0R,  DQ1R,  DQ1R,  DQ0R,  DQ1R,  DQ1R
B6,  VREFB6N2,  IO,  DIFFIO_R22p,   ,  M23,  H21,   ,   ,   ,  DQ0R,  DQ1R,  DQ1R
B6,  VREFB6N2,  IO,   ,   ,  M27,   ,  DQ0R,  DQ1R,  DQ1R,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R21n,   ,  L20,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R21p,   ,  M26,   ,  DQ0R,  DQ1R,  DQ1R,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R20n,   ,  K22,  K17,   ,   ,   ,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R20p,   ,  L23,  K18,   ,   ,   ,  DQ0R,  DQ1R,  DQ1R
B6,  VREFB6N2,  IO,   ,   ,  J26,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R19n,   ,  H25,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R19p,   ,  K21,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N2,  IO,  VREFB6N2,   ,  M25,  J18,   ,   ,   ,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R18n,   ,  J23,  F22,   ,   ,   ,  DQ0R,  DQ1R,  DQ1R
B6,  VREFB6N2,  IO,  DIFFIO_R18p,   ,  L28,  F21,  DQ0R,  DQ1R,  DQ1R,  DQ0R,  DQ1R,  DQ1R
B6,  VREFB6N2,  IO,  DIFFIO_R17n,   ,  L27,   ,  DQ0R,  DQ1R,  DQ1R,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R17p,   ,  L24,   ,  DQ0R,  DQ1R,  DQ1R,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R16n,   ,  E25,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R16p,   ,  K28,   ,  DQ0R,  DQ1R,  DQ1R,   ,   ,   
B6,  VREFB6N2,  IO,  DIFFIO_R15n,   ,  F24,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N1,  IO,  DIFFIO_R15p,   ,  K27,   ,  DQ0R,  DQ1R,  DQ1R,   ,   ,   
B6,  VREFB6N1,  IO,  DIFFIO_R14n,   ,  J24,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N1,  IO,  DIFFIO_R14p,   ,  L26,   ,  DM2R,  DM1R/BWS#1R,  DM1R/BWS#1R,   ,   ,   
B6,  VREFB6N1,  IO,  DIFFIO_R13n,   ,  H23,  H20,   ,   ,   ,  DQ0R,  DQ1R,  DQ1R
B6,  VREFB6N1,  IO,  DIFFIO_R13p,   ,  J25,  H19,   ,  DQ1R,  DQ1R,  DQ0R,  DQ1R,  DQ1R
B6,  VREFB6N1,  IO,  DIFFIO_R12n,  nWE,  G28,  E22,  DQ2R,  DQ1R,  DQ1R,  DQ0R,  DQ1R,  DQ1R
B6,  VREFB6N1,  IO,  DIFFIO_R12p,  nOE,  G27,  E21,  DQ2R,  DQ1R,  DQ1R,   ,  DQ1R,  DQ1R
B6,  VREFB6N1,  IO,  DIFFIO_R11n,   ,  H22,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N1,  IO,  DIFFIO_R11p,   ,  H24,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N1,  IO,  VREFB6N1,   ,  M21,  H18,   ,   ,   ,   ,   ,   
B6,  VREFB6N1,  IO,  DIFFIO_R10n,   ,  G25,  J17,   ,   ,   ,   ,   ,   
B6,  VREFB6N1,  IO,  DIFFIO_R10p,   ,  K26,  H16,  DQ2R,  DQ1R,  DQ1R,   ,   ,   
B6,  VREFB6N1,  IO,  DIFFIO_R9n,   ,  G26,  D22,   ,   ,   ,  DM2R,  DM1R/BWS#1R,  DM1R/BWS#1R
B6,  VREFB6N1,  IO,  DIFFIO_R9p,   ,  G23,  D21,   ,   ,   ,   ,  DQ1R,  DQ1R
B6,  VREFB6N1,  IO,  DIFFIO_R8n,  nAVD,  F28,  F20,  DQ2R,  DQ1R,  DQ1R,  DQ2R,  DQ1R,  DQ1R
B6,  VREFB6N1,  IO,  DIFFIO_R8p,   ,  F27,  F19,   ,   ,   ,  DQ2R,  DQ1R,  DQ1R
B6,  VREFB6N1,  IO,  DIFFIO_R7n,  PADD23,  E28,  G18,  DQ2R,  DQ1R,  DQ1R,  DQ2R,  DQ1R,  DQ1R
B6,  VREFB6N1,  IO,  DIFFIO_R7p,   ,  G22,  H17,   ,   ,   ,   ,   ,   
B6,  VREFB6N1,  IO,  DIFFIO_R6n,   ,  E27,  C22,  DQ2R,  DQ1R,  DQ1R,  DQ2R,  DQ1R,  DQ1R
B6,  VREFB6N0,  IO,  DIFFIO_R6p,   ,  H21,  C21,   ,   ,   ,  DQ2R,  DQ1R,  DQ1R
B6,  VREFB6N0,  IO,   ,   ,  F26,   ,  DQ2R,  DQ1R,  DQ1R,   ,   ,   
B6,  VREFB6N0,  IO,  DIFFIO_R5n,  PADD22,  D28,  B22,   ,   ,   ,  DQ2R,  DQ1R,  DQ1R
B6,  VREFB6N0,  IO,  DIFFIO_R5p,  PADD21,  D27,  B21,  DQ2R,  DQ1R,  DQ1R,  DQ2R,  DQ1R,  DQ1R
B6,  VREFB6N0,  IO,  DIFFIO_R4n,  PADD20,  C27,  C20,"  DQS2R/CQ3R,CDPCLK5","  DQS2R/CQ3R,CDPCLK5","  DQS2R/CQ3R,CDPCLK5","  DQS2R/CQ3R,CDPCLK5","  DQS2R/CQ3R,CDPCLK5","  DQS2R/CQ3R,CDPCLK5"
B6,  VREFB6N0,  IO,  DIFFIO_R4p,   ,  F25,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N0,  IO,  VREFB6N0,   ,  J22,  D20,   ,   ,   ,   ,   ,   
B6,  VREFB6N0,  IO,  DIFFIO_R3n,   ,  E26,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N0,  IO,  DIFFIO_R3p,   ,  E24,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N0,  IO,  DIFFIO_R2n,   ,  D25,  F17,   ,   ,   ,  DQ2R,  DQ1R,  DQ1R
B6,  VREFB6N0,  IO,  DIFFIO_R2p,   ,  D24,  G17,   ,   ,   ,   ,   ,   
B6,  VREFB6N0,  IO,  DIFFIO_R1n,   ,  D26,   ,   ,   ,   ,   ,   ,   
B6,  VREFB6N0,  IO,  DIFFIO_R1p,   ,  C26,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,   ,   ,  G21,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,  DIFFIO_T52n,   ,  B26,   ,  DQ0T,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,  DIFFIO_T52p,   ,  D22,   ,  DQ0T,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,  DIFFIO_T51n,   ,  E22,  F16,  DQ0T,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,  DIFFIO_T51p,   ,  J19,  E16,   ,   ,   ,  DQ2T,  DQ5T,  DQ5T
B7,  VREFB7N0,  IO,  DIFFIO_T50n,   ,  A26,  F15,  DQ0T,   ,   ,  DQ2T,  DQ5T,  DQ5T
B7,  VREFB7N0,  IO,  DIFFIO_T50p,   ,  G20,  G16,   ,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,   ,   ,  B25,   ,  DQ0T,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,  DIFFIO_T49n,   ,  G19,  G15,   ,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,  DIFFIO_T49p,   ,  A25,  F14,"  DQS0T/CQ1T,CDPCLK6","  DQS0T/CQ1T,CDPCLK6","  DQS0T/CQ1T,CDPCLK6","  DQS0T/CQ1T,CDPCLK6","  DQS0T/CQ1T,CDPCLK6","  DQS0T/CQ1T,CDPCLK6"
B7,  VREFB7N0,  IO,  DIFFIO_T48n,   ,  F21,  H15,  DQ0T,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,  DIFFIO_T48p,   ,  C25,  H14,  DQ0T,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,  VREFB7N0,   ,  F22,  D17,   ,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,   ,   ,  A23,   ,  DQ0T,   ,   ,   ,   ,   
B7,  VREFB7N0,  IO,  DIFFIO_T47n,   ,  H19,  C19,   ,   ,   ,  DQ2T,  DQ5T,  DQ5T
B7,  VREFB7N0,  IO,  DIFFIO_T47p,   ,  B23,  D19,  DM0T,   ,   ,  DQ2T,  DQ5T,  DQ5T
B7,  VREFB7N0,  IO,  PLL2_CLKOUTn,   ,  C23,  A20,   ,   ,   ,   ,   ,   
B7,  VREFB7N1,  IO,  PLL2_CLKOUTp,   ,  D23,  B20,   ,   ,   ,   ,   ,   
B7,  VREFB7N1,  IO,  DIFFIO_T46n,   ,  C24,   ,  DQ2T,  DQ5T,  DQ5T,   ,   ,   
B7,  VREFB7N1,  IO,  DIFFIO_T46p,   ,  E21,  C17,   ,   ,   ,  DQ2T,  DQ5T,  DQ5T
B7,  VREFB7N1,  IO,  RUP4,   ,  F19,  B19,   ,   ,   ,   ,   ,   
B7,  VREFB7N1,  IO,  RDN4,   ,  E19,  A19,   ,   ,   ,   ,   ,   
B7,  VREFB7N1,  IO,   ,   ,  C22,   ,  DQ2T,  DQ5T,  DQ5T,   ,   ,   
B7,  VREFB7N1,  IO,  DIFFIO_T45n,   ,  D21,  A18,  DQ2T,  DQ5T,  DQ5T,  DQ2T,  DQ5T,  DQ5T
B7,  VREFB7N1,  IO,  DIFFIO_T45p,  PADD0,  B22,  B18,   ,   ,   ,   ,   ,   
B7,  VREFB7N1,  IO,  VREFB7N1,   ,  F18,  D15,   ,   ,   ,   ,   ,   
B7,  VREFB7N1,  IO,  DIFFIO_T44n,   ,  C21,  E15,  DQ2T,  DQ5T,  DQ5T,  DQ2T,  DQ5T,  DQ5T
B7,  VREFB7N1,  IO,  DIFFIO_T44p,   ,  D19,  G14,   ,   ,   ,   ,   ,   
B7,  VREFB7N1,  IO,  DIFFIO_T43n,   ,  A22,   ,  DQ2T,  DQ5T,  DQ5T,   ,   ,   
B7,  VREFB7N1,  IO,  DIFFIO_T43p,   ,  A21,   ,  DQ2T,  DQ5T,  DQ5T,   ,   ,   
B7,  VREFB7N1,  IO,  DIFFIO_T42n,   ,  B21,  G13,  DQ2T,  DQ5T,  DQ5T,   ,   ,   
B7,  VREFB7N1,  IO,  DIFFIO_T42p,   ,  E18,   ,  DQ2T,  DQ5T,  DQ5T,   ,   ,   
B7,  VREFB7N1,  IO,  DIFFIO_T41n,  PADD1,  C18,  A17,   ,  DQ5T,  DQ5T,  DQ2T,  DQ5T,  DQ5T
B7,  VREFB7N2,  IO,  DIFFIO_T41p,  PADD2,  D18,  B17,   ,   ,   ,   ,  DQ5T,  DQ5T
B7,  VREFB7N2,  IO,  DIFFIO_T40n,   ,  C20,  A16,  DM2T,  DM5T/BWS#5T,  DM5T/BWS#5T,  DM2T,  DM5T/BWS#5T,  DM5T/BWS#5T
B7,  VREFB7N2,  IO,  DIFFIO_T40p,   ,  H17,  B16,   ,   ,   ,  DQ4T,  DQ5T,  DQ5T
B7,  VREFB7N2,  IO,  VREFB7N2,   ,  G17,  C15,   ,   ,   ,   ,   ,   
B7,  VREFB7N2,  IO,  DIFFIO_T39n,   ,  D20,   ,  DQ4T,  DQ5T,  DQ5T,   ,   ,   
B7,  VREFB7N2,  IO,  DIFFIO_T39p,   ,  C19,   ,  DQ4T,  DQ5T,  DQ5T,   ,   ,   
B7,  VREFB7N2,  IO,  DIFFIO_T38n,  PADD3,  C17,  E14,  DQ4T,  DQ5T,  DQ5T,  DQ4T,  DQ5T,  DQ5T
B7,  VREFB7N2,  IO,  DIFFIO_T38p,   ,  G18,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N2,  IO,   ,   ,  H15,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N2,  IO,  DIFFIO_T37n,   ,  F17,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N2,  IO,  DIFFIO_T37p,  PADD4,  D17,  F13,"  DQS2T/CQ3T,DPCLK8","  DQS2T/CQ3T,DPCLK8","  DQS2T/CQ3T,DPCLK8","  DQS2T/CQ3T,DPCLK8","  DQS2T/CQ3T,DPCLK8","  DQS2T/CQ3T,DPCLK8"
B7,  VREFB7N2,  IO,  DIFFIO_T36n,  PADD5,  A19,  A15,  DQ4T,  DQ5T,  DQ5T,  DQ4T,  DQ5T,  DQ5T
B7,  VREFB7N3,  IO,  DIFFIO_T36p,  PADD6,  B19,  B15,  DQ4T,  DQ5T,  DQ5T,  DQ4T,  DQ5T,  DQ5T
B7,  VREFB7N3,  IO,  DIFFIO_T35n,  PADD7,  A18,  C13,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T35p,  PADD8,  B18,  D13,  DQ4T,  DQ5T,  DQ5T,  DQ4T,  DQ5T,  DQ5T
B7,  VREFB7N3,  IO,  DIFFIO_T34n,   ,  E17,   ,  DQ4T,  DQ5T,  DQ5T,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T34p,   ,  J16,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T33n,   ,  J17,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T33p,   ,  H16,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T32n,   ,  G16,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T32p,   ,  F15,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  IO,  VREFB7N3,   ,  G15,  E13,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T31n,  PADD9,  C16,  A14,  DQ4T,  DQ5T,  DQ5T,  DQ4T,  DQ5T,  DQ5T
B7,  VREFB7N3,  IO,  DIFFIO_T31p,  PADD10,  D16,  B14,   ,   ,   ,  DQ4T,  DQ5T,  DQ5T
B7,  VREFB7N3,  IO,  DIFFIO_T30n,   ,  H14,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T30p,   ,  K15,   ,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T29n,  PADD11,  A17,  A13,   ,  DQ5T,  DQ5T,  DQ4T,  DQ5T,  DQ5T
B7,  VREFB7N3,  IO,  DIFFIO_T29p,  PADD12,  B17,  B13,"  DQS4T/CQ5T,DPCLK9","  DQS4T/CQ5T,DPCLK9","  DQS4T/CQ5T,DPCLK9","  DQS4T/CQ5T,DPCLK9","  DQS4T/CQ5T,DPCLK9","  DQS4T/CQ5T,DPCLK9"
B7,  VREFB7N3,  IO,  DIFFIO_T28n,   ,  E15,   ,  DM4T,  DM5T/BWS#5T,  DM5T/BWS#5T,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T28p,   ,  J14,  E12,   ,   ,   ,   ,  DQ5T,  DQ5T
B7,  VREFB7N3,  IO,  DIFFIO_T27n,  PADD13,  C15,  E11,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  IO,  DIFFIO_T27p,  PADD14,  D15,  F11,  DQ5T,  DQ3T,  DQ5T,  DM4T,  DM5T/BWS#5T,  DM5T/BWS#5T
B7,  VREFB7N3,  CLK8,  DIFFCLK_5n,   ,  A15,  A12,   ,   ,   ,   ,   ,   
B7,  VREFB7N3,  CLK9,  DIFFCLK_5p,   ,  B15,  B12,   ,   ,   ,   ,   ,   
B8,  VREFB8N0,  CLK10,  DIFFCLK_4n,   ,  A14,  A11,   ,   ,   ,   ,   ,   
B8,  VREFB8N0,  CLK11,  DIFFCLK_4p,   ,  B14,  B11,   ,   ,   ,   ,   ,   
B8,  VREFB8N0,  IO,  DIFFIO_T26n,   ,  C13,  D10,  DQ5T,  DQ3T,  DQ5T,  DQ5T,  DQ3T,  DQ5T
B8,  VREFB8N0,  IO,  DIFFIO_T26p,   ,  D13,  E10,  DQ5T,  DQ3T,  DQ5T,   ,   ,   
B8,  VREFB8N0,  IO,  DIFFIO_T25n,   ,  C14,  A10,  DQ5T,  DQ3T,  DQ5T,  DQ5T,  DQ3T,  DQ5T
B8,  VREFB8N0,  IO,  DIFFIO_T25p,  PADD15,  D14,  B10,   ,   ,   ,   ,   ,   
B8,  VREFB8N0,  IO,  DIFFIO_T24n,  PADD16,  C12,  A9,  DQ5T,  DQ3T,  DQ5T,  DQ5T,  DQ3T,  DQ5T
B8,  VREFB8N0,  IO,  DIFFIO_T24p,  PADD17,  D12,  B9,"  DQS5T/CQ5T#,DPCLK10","  DQS5T/CQ5T#,DPCLK10","  DQS5T/CQ5T#,DPCLK10","  DQS5T/CQ5T#,DPCLK10","  DQS5T/CQ5T#,DPCLK10","  DQS5T/CQ5T#,DPCLK10"
B8,  VREFB8N0,  IO,  DIFFIO_T23n,   ,  A12,   ,  DQ5T,  DQ3T,  DQ5T,   ,   ,   
B8,  VREFB8N0,  IO,  VREFB8N0,   ,  G14,  C10,   ,   ,   ,   ,   ,   
B8,  VREFB8N0,  IO,  DIFFIO_T22n,   ,  K13,  G11,   ,   ,   ,   ,   ,   
B8,  VREFB8N0,  IO,  DIFFIO_T22p,   ,  F14,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N0,  IO,   ,   ,  E14,   ,  DQ5T,  DQ3T,  DQ5T,   ,   ,   
B8,  VREFB8N0,  IO,  DIFFIO_T21n,   ,  H12,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N0,  IO,  DIFFIO_T21p,   ,  J12,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N0,  IO,  DIFFIO_T20n,  DATA2,  A11,  A8,  DQ5T,  DQ3T,  DQ5T,  DQ5T,  DQ3T,  DQ5T
B8,  VREFB8N1,  IO,  DIFFIO_T20p,  DATA3,  B11,  B8,  DQ5T,  DQ3T,  DQ5T,  DQ5T,  DQ3T,  DQ5T
B8,  VREFB8N1,  IO,  DIFFIO_T19n,  PADD18,  A10,  A7,   ,   ,   ,  DQ5T,  DQ3T,  DQ5T
B8,  VREFB8N1,  IO,  DIFFIO_T19p,  DATA4,  B10,  B7,  DM5T/BWS#5T,  DM3T/BWS#3T,  DM5T/BWS#5T,  DQ5T,  DQ3T,  DQ5T
B8,  VREFB8N1,  IO,  DIFFIO_T18n,  PADD19,  G13,  A6,   ,   ,   ,  DQ5T,  DQ3T,  DQ5T
B8,  VREFB8N1,  IO,  DIFFIO_T18p,  DATA15,  H13,  B6,  DQ3T,  DQ3T,  DQ5T,  DQ5T,  DQ3T,  DQ5T
B8,  VREFB8N1,  IO,  DIFFIO_T17n,   ,  B8,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N1,  IO,  DIFFIO_T17p,   ,  C10,   ,  DQ3T,  DQ3T,  DQ5T,   ,   ,   
B8,  VREFB8N1,  IO,   ,   ,  D11,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N1,  IO,  VREFB8N1,   ,  F11,  E9,   ,   ,   ,   ,   ,   
B8,  VREFB8N1,  IO,  DIFFIO_T16n,  DATA14,  E12,  C8,"  DQS3T/CQ3T#,DPCLK11","  DQS3T/CQ3T#,DPCLK11","  DQS3T/CQ3T#,DPCLK11","  DQS3T/CQ3T#,DPCLK11","  DQS3T/CQ3T#,DPCLK11","  DQS3T/CQ3T#,DPCLK11"
B8,  VREFB8N1,  IO,  DIFFIO_T16p,  DATA13,  F12,  C7,   ,   ,   ,  DM5T/BWS#5T,  DM3T/BWS#3T,  DM5T/BWS#5T
B8,  VREFB8N1,  IO,  DIFFIO_T15n,   ,  D10,   ,  DQ3T,  DQ3T,  DQ5T,   ,   ,   
B8,  VREFB8N1,  IO,  DIFFIO_T15p,   ,  F10,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N1,  IO,  DIFFIO_T14n,   ,  E11,  H11,  DQ3T,  DQ3T,  DQ5T,   ,   ,   
B8,  VREFB8N1,  IO,  DIFFIO_T14p,   ,  E8,  H10,   ,   ,   ,   ,   ,   
B8,  VREFB8N1,  IO,  DIFFIO_T13n,   ,  E10,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T13p,   ,  E7,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T12n,   ,  A7,   ,  DQ3T,  DQ3T,  DQ5T,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T12p,   ,  G10,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T11n,   ,  G11,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T11p,  DATA5,  B7,  A5,  DQ3T,  DQ3T,  DQ5T,  DQ3T,  DQ3T,  DQ5T
B8,  VREFB8N2,  IO,  DIFFIO_T10n,   ,  B3,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T10p,   ,  J10,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T9n,   ,  F8,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T9p,   ,  F7,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  VREFB8N2,   ,  G12,  B5,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T8n,   ,  A6,  G10,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T8p,  DATA6,  B6,  F10,  DQ3T,  DQ3T,  DQ5T,  DQ3T,  DQ3T,  DQ5T
B8,  VREFB8N2,  IO,  DIFFIO_T7n,  DATA7,  C11,  C6,  DQ3T,  DQ3T,  DQ5T,  DQ3T,  DQ3T,  DQ5T
B8,  VREFB8N2,  IO,  DIFFIO_T7p,   ,  H10,  D7,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,   ,   ,  G8,   ,   ,   ,   ,   ,   ,   
B8,  VREFB8N2,  IO,  DIFFIO_T6n,   ,  C9,  A4,  DQ3T,  DQ3T,  DQ5T,  DQ3T,  DQ3T,  DQ5T
B8,  VREFB8N3,  IO,  DIFFIO_T6p,  DATA8,  D9,  B4,   ,   ,   ,  DQ3T,  DQ3T,  DQ5T
B8,  VREFB8N3,  IO,  DIFFIO_T5n,  DATA9,  A8,  F8,  DM3T/BWS#3T,  DM3T/BWS#3T,  DM5T/BWS#5T,  DQ3T,  DQ3T,  DQ5T
